#;TIPO;"COD. PROYECTO";PROYECTO;"CODIGO OS";CIRCUITO;"CIRCUITO PADRE";"FECHA ALTA OPERATIVA";"FECHA ALTA REAL";CLIENTE;SECTOR;"TIPO SERVICIO";TIEMPO;"DIAS SUSPENSION";TRABAJOS;"FECHA TRABAJO";"FECHA EJECUCION REAL";ASESOR;"ASESOR NOMBRES";ESTADO;"FECHA REG.";"FECHA APROB. EXCEP.";"FECHA POR APROB.";"FECHA APROB.";"TRIMESTRE REGISTRO";"TRIMESTRE APROBACION";MONEDA;"MONTO MRC";"MONTO NRC";"SUB GERENTE";RUC;"CIR. PRECIO EQUIPO";"CIR. PRECIO RENTA";"CIR. MONEDA"
1;OS;51695;SI;331734;195833;;20/03/2024;20/03/2024;"ARAMBURU MATRIZ S.A.C.";PRI;Laas;"24 MESES";;"Nuevo servicio";;;agarciap;;Exceptuado;16/01/2024;16/01/2024;"16/01/2024 13:08";;"2024 - Q1";"2024 - Q1";DOLARES;;;ecordano;20523939140;0.00;0.00;$
2;OT;;NO;331814;51640;;;;"HIAS PERU";PRI;"Seguridad Cloud";;;Renovacion;16/01/2024;;mdelgado_pventas;;Exceptuado;16/01/2024;17/01/2024;"17/01/2024 10:38";;"2024 - Q1";"2024 - Q1";SOLES;;;ecordano;20605419616;0.00;214.00;S/
3;OT;;NO;331815;51641;;;;"HIAS PERU";PRI;"Seguridad Cloud";;;Renovacion;16/01/2024;;mdelgado_pventas;;Exceptuado;16/01/2024;17/01/2024;"17/01/2024 10:38";;"2024 - Q1";"2024 - Q1";SOLES;;;ecordano;20605419616;0.00;230.00;S/
4;OT;;NO;331816;51642;;;;"HIAS PERU";PRI;"Internet Seguro Avanzado (Cloud)";;;Renovacion;16/01/2024;;mdelgado_pventas;;Exceptuado;16/01/2024;17/01/2024;"17/01/2024 10:38";;"2024 - Q1";"2024 - Q1";SOLES;;;ecordano;20605419616;0.00;750.00;S/
5;OT;;NO;331817;51643;;;;"HIAS PERU";PRI;"Internet Seguro Avanzado (Cloud)";;;Renovacion;16/01/2024;;mdelgado_pventas;;Exceptuado;16/01/2024;17/01/2024;"17/01/2024 10:37";;"2024 - Q1";"2024 - Q1";SOLES;;;ecordano;20605419616;0.00;872.00;S/
6;OT;;NO;334362;67961;;;;"CONSEJO DEPARTAMENTAL DE LIMA - CIP";PRI;"Seguridad Cloud DC";;;Renovacion;30/01/2024;;asolari_pventas;;Exceptuado;30/01/2024;09/02/2024;"09/02/2024 10:11";;"2024 - Q1";"2024 - Q1";DOLARES;;;rrocha;20173173181;0.00;0.00;$
7;OT;;NO;334363;52064;;;;"CONSEJO DEPARTAMENTAL DE LIMA - CIP";PRI;"Central Virtual On Demand";;;"Renovacion anticipada";30/01/2024;;asolari_pventas;;Exceptuado;30/01/2024;09/02/2024;"09/02/2024 10:10";;"2024 - Q1";"2024 - Q1";SOLES;;;rrocha;20173173181;0.00;2200.00;S/
8;OT;;NO;334364;67966;;;;"CONSEJO DEPARTAMENTAL DE LIMA - CIP";PRI;"Internet Seguro Avanzado DC";;;Renovacion;30/01/2024;;asolari_pventas;;Exceptuado;30/01/2024;09/02/2024;"09/02/2024 10:10";;"2024 - Q1";"2024 - Q1";DOLARES;;;rrocha;20173173181;0.00;30.00;$
9;OT;;NO;334653;4896;;;;"INDUSTRIAL COMERCIAL HOLGUIN E HIJOS S.A.";PRI;"Sip Trunk - VLAN";;;Renovacion;31/01/2024;;asolari_pventas;;Exceptuado;31/01/2024;05/02/2024;"05/02/2024 16:11";;"2024 - Q1";"2024 - Q1";SOLES;;;rrocha;20132515680;0.00;0.00;S/
10;OT;;NO;334654;6492;;;;"INDUSTRIAL COMERCIAL HOLGUIN E HIJOS S.A.";PRI;"Internet Dedicado";;;"Renovacion anticipada";31/01/2024;;asolari_pventas;;Exceptuado;31/01/2024;02/02/2024;"02/02/2024 15:29";;"2024 - Q1";"2024 - Q1";DOLARES;;;rrocha;20132515680;0.00;440.00;$
11;OT;;NO;334683;73266;;;;"CONTUGAS S.A.C.";PRI;L2L;;;Renovacion;02/02/2024;;mdelgado_pventas;;Exceptuado;31/01/2024;01/02/2024;"01/02/2024 14:59";;"2024 - Q1";"2024 - Q1";SOLES;;;ecordano;20519485487;0.00;412.00;S/
12;OT;;NO;334685;73267;;;;"CONTUGAS S.A.C.";PRI;L2L;;;Renovacion;02/02/2024;;mdelgado_pventas;;Exceptuado;31/01/2024;01/02/2024;"01/02/2024 14:58";;"2024 - Q1";"2024 - Q1";SOLES;;;ecordano;20519485487;0.00;618.00;S/
13;OS;52210;SI;334908;198001;;28/03/2024;16/04/2024;"CINCO MILLAS SAC";PRI;"Central Virtual On Demand";"24 MESES";;"Nuevo servicio";;;rpuga;;Exceptuado;02/02/2024;02/02/2024;"02/02/2024 11:08";;"2024 - Q1";"2024 - Q1";SOLES;;;kesquerre;20509076945;0.00;111.00;S/
14;OS;52480;SI;336920;199542;;21/03/2024;01/04/2024;"COLTUR PERU S.A.C.";PRI;"INTERNET SEGURO ENTERPRISE";"36 MESES";;"Nuevo servicio";;;mgomez;;Exceptuado;13/02/2024;14/02/2024;"14/02/2024 10:09";;"2024 - Q1";"2024 - Q1";DOLARES;;;larguello;20608875761;0.00;426.67;$
15;OS;52480;SI;336924;199543;;21/03/2024;01/04/2024;"COLTUR PERU S.A.C.";PRI;"Integracion con Active Directory";"36 MESES";;"Nuevo servicio";;;mgomez;;Exceptuado;13/02/2024;14/02/2024;"14/02/2024 10:09";;"2024 - Q1";"2024 - Q1";DOLARES;;;larguello;20608875761;0.00;0.00;$
16;OS;52480;SI;336927;199544;;21/03/2024;01/04/2024;"COLTUR PERU S.A.C.";PRI;"VPN Site to Site";"36 MESES";;"Nuevo servicio";;;mgomez;;Exceptuado;13/02/2024;14/02/2024;"14/02/2024 10:09";;"2024 - Q1";"2024 - Q1";DOLARES;;;larguello;20608875761;0.00;0.00;$
17;OS;52480;SI;336930;199545;;21/03/2024;01/04/2024;"COLTUR PERU S.A.C.";PRI;SCE-VM-100;"36 MESES";;"Nuevo servicio";;;mgomez;;Exceptuado;13/02/2024;14/02/2024;"14/02/2024 10:09";;"2024 - Q1";"2024 - Q1";DOLARES;;;larguello;20608875761;0.00;180.00;$
18;OS;52491;SI;337832;199878;;04/03/2024;04/03/2024;"MARCOBRE S.A.C.";PRI;"Internet Dedicado";"24 MESES";;"Nuevo servicio";;;cborjas;;Exceptuado;16/02/2024;16/02/2024;"16/02/2024 10:14";;"2024 - Q1";"2024 - Q1";DOLARES;;;jmartinezc;20508972734;0.00;165.00;$
19;OS;52491;SI;337836;199877;;04/03/2024;04/03/2024;"MARCOBRE S.A.C.";PRI;"Seguridad Perimetral";"24 MESES";;"Nuevo servicio";;;cborjas;;Exceptuado;16/02/2024;16/02/2024;"16/02/2024 10:14";;"2024 - Q1";"2024 - Q1";DOLARES;;;jmartinezc;20508972734;0.00;90.00;$
20;OS;52660;SI;338136;200181;;29/02/2024;29/02/2024;"ITALTEL PERU S.A.C.";CAR;"Internet Dedicado";"12 MESES";;"Nuevo servicio";;;jjmarin;;Exceptuado;16/02/2024;19/02/2024;"19/02/2024 13:21";;"2024 - Q1";"2024 - Q1";DOLARES;;;egutierrez;20518257723;0.00;220.00;$
21;OS;52739;SI;339235;200939;;30/04/2024;30/04/2024;"CLINICA SAN PABLO";PRI;"Linea dedicada Multiservicios";"1 MESES";;"Nuevo servicio";;;valcantara;;Exceptuado;26/02/2024;28/02/2024;"28/02/2024 14:30";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20107463705;0.00;0.00;$
22;OS;52763;SI;339608;200976;;16/03/2024;17/03/2024;"CONTRANS S.A.C";PRI;"Internet Dedicado";"36 MESES";;"Nuevo servicio";;;elahoz;;Exceptuado;27/02/2024;28/02/2024;"28/02/2024 16:18";;"2024 - Q1";"2024 - Q1";SOLES;;;jcalderon;20392952455;0.00;1110.00;S/
23;OS;52763;SI;339612;200975;;02/04/2024;05/04/2024;"CONTRANS S.A.C";PRI;"Seguridad Perimetral";"36 MESES";;"Nuevo servicio";;;elahoz;;Exceptuado;27/02/2024;28/02/2024;"28/02/2024 16:18";;"2024 - Q1";"2024 - Q1";SOLES;;;jcalderon;20392952455;0.00;555.00;S/
24;OS;52810;SI;340280;201138;;13/03/2024;14/03/2024;"FREE GAMES SAC";PRI;"Internet Empresas";"36 MESES";;"Nuevo servicio";;;mgomez;;Exceptuado;01/03/2024;01/03/2024;"01/03/2024 15:50";;"2024 - Q1";"2024 - Q1";SOLES;;;larguello;20563314924;0.00;168.65;S/
25;OS;52928;SI;341503;205676;;26/04/2024;07/06/2024;"INSTITUTO DEL MAR DEL PERU";PUB;"Reportes Avanzados ON";"36 MESES";;"Nuevo servicio";;;mvasquezf;;Exceptuado;07/03/2024;21/03/2024;"21/03/2024 16:27";;"2024 - Q1";"2024 - Q1";SOLES;;;cpolanco;20148138886;0.00;0.00;S/
26;OS;52928;SI;341506;205677;;26/04/2024;07/06/2024;"INSTITUTO DEL MAR DEL PERU";PUB;"Lan Gestionada";"36 MESES";;"Nuevo servicio";;;mvasquezf;;Exceptuado;07/03/2024;21/03/2024;"21/03/2024 16:27";;"2024 - Q1";"2024 - Q1";SOLES;;;cpolanco;20148138886;0.00;0.00;S/
27;OS;53219;SI;344004;203908;;15/04/2024;26/04/2024;"AUSTRAL GROUP S.A.A";PRI;"Internet Satelital";"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:20";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;700.00;$
28;OS;53219;SI;344012;203913;;15/04/2024;26/04/2024;"AUSTRAL GROUP S.A.A";PRI;"Seguridad Perimetral";"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:20";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;200.00;$
29;OS;53219;SI;344017;203910;;15/04/2024;26/04/2024;"AUSTRAL GROUP S.A.A";PRI;SDWAN;"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:20";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;100.00;$
30;OS;53219;SI;344020;203909;;15/04/2024;26/04/2024;"AUSTRAL GROUP S.A.A";PRI;"Wifi Gestionado";"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:20";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;250.00;$
31;OS;53219;SI;344026;203911;;13/04/2024;26/04/2024;"AUSTRAL GROUP S.A.A";PRI;"Internet Satelital";"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:20";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;700.00;$
32;OS;53219;SI;344034;203916;;13/04/2024;26/04/2024;"AUSTRAL GROUP S.A.A";PRI;"Seguridad Perimetral";"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:20";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;200.00;$
33;OS;53219;SI;344039;203906;;13/04/2024;26/04/2024;"AUSTRAL GROUP S.A.A";PRI;SDWAN;"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:20";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;100.00;$
34;OS;53219;SI;344042;203914;;13/04/2024;26/04/2024;"AUSTRAL GROUP S.A.A";PRI;"Wifi Gestionado";"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:20";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;250.00;$
35;OS;53219;SI;344048;203905;;15/04/2024;26/04/2024;"AUSTRAL GROUP S.A.A";PRI;"Internet Satelital";"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:20";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;700.00;$
36;OS;53219;SI;344056;203915;;15/04/2024;26/04/2024;"AUSTRAL GROUP S.A.A";PRI;"Seguridad Perimetral";"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:20";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;200.00;$
37;OS;53219;SI;344062;203912;;15/04/2024;26/04/2024;"AUSTRAL GROUP S.A.A";PRI;SDWAN;"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:20";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;100.00;$
38;OS;53219;SI;344065;203907;;15/04/2024;26/04/2024;"AUSTRAL GROUP S.A.A";PRI;"Wifi Gestionado";"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:20";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;250.00;$
39;OS;53232;SI;344072;203976;;07/03/2025;11/03/2025;"AUSTRAL GROUP S.A.A";PRI;"Internet Satelital";"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:22";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;700.00;$
40;OS;53232;SI;344080;203979;;07/03/2025;11/03/2025;"AUSTRAL GROUP S.A.A";PRI;"Seguridad Perimetral";"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:22";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;200.00;$
41;OS;53232;SI;344085;203981;;07/03/2025;11/03/2025;"AUSTRAL GROUP S.A.A";PRI;SDWAN;"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:22";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;100.00;$
42;OS;53232;SI;344088;203972;;07/03/2025;11/03/2025;"AUSTRAL GROUP S.A.A";PRI;"Wifi Gestionado";"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:22";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;250.00;$
43;OS;53232;SI;344094;203983;;24/03/2025;26/03/2025;"AUSTRAL GROUP S.A.A";PRI;"Internet Satelital";"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:22";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;700.00;$
44;OS;53232;SI;344102;203977;;24/03/2025;26/03/2025;"AUSTRAL GROUP S.A.A";PRI;"Seguridad Perimetral";"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:22";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;200.00;$
45;OS;53232;SI;344107;203975;;24/03/2025;26/03/2025;"AUSTRAL GROUP S.A.A";PRI;SDWAN;"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:22";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;100.00;$
46;OS;53232;SI;344110;203974;;24/03/2025;26/03/2025;"AUSTRAL GROUP S.A.A";PRI;"Wifi Gestionado";"36 MESES";;"Nuevo servicio";;;rburgos;;Exceptuado;15/03/2024;15/03/2024;"15/03/2024 16:22";;"2024 - Q1";"2024 - Q1";DOLARES;;;frivas;20338054115;0.00;250.00;$
47;OT;;NO;346102;62703;;;;"DP WORLD CALLAO S.R.L.";PRI;"Seguridad Cloud DC";;;"Renovacion anticipada";31/10/2023;;emesones;;Exceptuado;21/03/2024;22/03/2024;"22/03/2024 15:44";;"2024 - Q1";"2024 - Q1";DOLARES;;;jmartinezc;20513462388;0.00;40.00;$
48;OT;;NO;346103;62704;;;;"DP WORLD CALLAO S.R.L.";PRI;BaaS;;;"Renovacion anticipada";31/10/2023;;emesones;;Exceptuado;21/03/2024;22/03/2024;"22/03/2024 14:16";;"2024 - Q1";"2024 - Q1";DOLARES;;;jmartinezc;20513462388;0.00;305.41;$
49;OT;;NO;346104;62705;;;;"DP WORLD CALLAO S.R.L.";PRI;DRaaS;;;"Renovacion anticipada";31/10/2023;;emesones;;Exceptuado;21/03/2024;22/03/2024;"22/03/2024 14:16";;"2024 - Q1";"2024 - Q1";DOLARES;;;jmartinezc;20513462388;570.00;1463.67;$
50;OT;;NO;346105;62706;;;;"DP WORLD CALLAO S.R.L.";PRI;IaaS;;;"Renovacion anticipada";31/10/2023;;emesones;;Exceptuado;21/03/2024;22/03/2024;"22/03/2024 14:17";;"2024 - Q1";"2024 - Q1";DOLARES;;;jmartinezc;20513462388;330.00;1040.92;$
51;OT;;NO;346106;62707;;;;"DP WORLD CALLAO S.R.L.";PRI;"Linea dedicada Multiservicios";;;"Renovacion anticipada";31/10/2023;;emesones;;Exceptuado;21/03/2024;22/03/2024;"22/03/2024 14:18";;"2024 - Q1";"2024 - Q1";DOLARES;;;jmartinezc;20513462388;0.00;30.00;$
52;OT;;NO;346107;62710;;;;"DP WORLD CALLAO S.R.L.";PRI;"Linea dedicada Multiservicios";;;"Renovacion anticipada";31/10/2023;;emesones;;Exceptuado;21/03/2024;22/03/2024;"22/03/2024 14:18";;"2024 - Q1";"2024 - Q1";DOLARES;;;jmartinezc;20513462388;0.00;30.00;$
53;OT;;NO;346108;62711;;;;"DP WORLD CALLAO S.R.L.";PRI;"Internet Seguro Avanzado DC";;;"Renovacion anticipada";31/10/2023;;emesones;;Exceptuado;21/03/2024;22/03/2024;"22/03/2024 14:18";;"2024 - Q1";"2024 - Q1";DOLARES;;;jmartinezc;20513462388;0.00;60.00;$
54;OT;;NO;347081;8384;;;;"LABORATORIOS AC FARMA S.A.";PRI;"Internet Dedicado";;;Renovacion;26/03/2024;;azamalloa_pventas;;Exceptuado;25/03/2024;26/03/2024;"26/03/2024 17:02";;"2024 - Q1";"2024 - Q1";DOLARES;;;emancilla;20347268683;50.00;850.00;$
55;OT;;NO;347789;5649;;;;"PROCESOS DE MEDIOS DE PAGO S.A.";PRI;"Fibra Oscura";;;Renovacion;30/01/2024;;jtamayo;;Exceptuado;27/03/2024;27/03/2024;"27/03/2024 16:59";;"2024 - Q1";"2024 - Q1";DOLARES;;;scomettant;20432405525;0.00;0.00;$
56;OT;;NO;347816;27594;;;;"UNIVERSIDAD PRIVADA DE TACNA";PRI;"Fibra Oscura";;;Renovacion;27/03/2024;;lsubia;;Exceptuado;27/03/2024;27/03/2024;"27/03/2024 17:47";;"2024 - Q1";"2024 - Q1";SOLES;;;jalbao;20119917698;0.00;480.00;S/
57;OT;;NO;347817;27587;;;;"UNIVERSIDAD PRIVADA DE TACNA";PRI;"Fibra Oscura";;;Renovacion;27/03/2024;;lsubia;;Exceptuado;27/03/2024;27/03/2024;"27/03/2024 17:47";;"2024 - Q1";"2024 - Q1";SOLES;;;jalbao;20119917698;0.00;480.00;S/
58;OT;;NO;347830;27596;;;;"UNIVERSIDAD PRIVADA DE TACNA";PRI;"Fibra Oscura";;;Renovacion;27/03/2024;;lsubia;;Exceptuado;27/03/2024;27/03/2024;"27/03/2024 17:46";;"2024 - Q1";"2024 - Q1";SOLES;;;jalbao;20119917698;0.00;480.00;S/
59;OT;;NO;347832;27593;;;;"UNIVERSIDAD PRIVADA DE TACNA";PRI;"Fibra Oscura";;;Renovacion;27/03/2024;;lsubia;;Exceptuado;27/03/2024;27/03/2024;"27/03/2024 17:46";;"2024 - Q1";"2024 - Q1";SOLES;;;jalbao;20119917698;0.00;480.00;S/
60;OT;;NO;347833;27592;;;;"UNIVERSIDAD PRIVADA DE TACNA";PRI;"Fibra Oscura";;;Renovacion;27/03/2024;;lsubia;;Exceptuado;27/03/2024;27/03/2024;"27/03/2024 17:45";;"2024 - Q1";"2024 - Q1";SOLES;;;jalbao;20119917698;0.00;480.00;S/
61;OT;;NO;347837;27589;;;;"UNIVERSIDAD PRIVADA DE TACNA";PRI;"Fibra Oscura";;;Renovacion;27/03/2024;;lsubia;;Exceptuado;27/03/2024;27/03/2024;"27/03/2024 17:45";;"2024 - Q1";"2024 - Q1";SOLES;;;jalbao;20119917698;0.00;480.00;S/
62;OT;;NO;347838;27588;;;;"UNIVERSIDAD PRIVADA DE TACNA";PRI;"Fibra Oscura";;;Renovacion;27/03/2024;;lsubia;;Exceptuado;27/03/2024;27/03/2024;"27/03/2024 17:44";;"2024 - Q1";"2024 - Q1";SOLES;;;jalbao;20119917698;0.00;480.00;S/
63;OT;;NO;347842;27590;;;;"UNIVERSIDAD PRIVADA DE TACNA";PRI;"Fibra Oscura";;;Renovacion;27/03/2024;;lsubia;;Exceptuado;27/03/2024;27/03/2024;"27/03/2024 17:43";;"2024 - Q1";"2024 - Q1";SOLES;;;jalbao;20119917698;0.00;480.00;S/
64;OT;;NO;347846;27591;;;;"UNIVERSIDAD PRIVADA DE TACNA";PRI;"Fibra Oscura";;;Renovacion;27/03/2024;;lsubia;;Exceptuado;27/03/2024;27/03/2024;"27/03/2024 17:42";;"2024 - Q1";"2024 - Q1";SOLES;;;jalbao;20119917698;0.00;480.00;S/
65;OT;;NO;347847;27595;;;;"UNIVERSIDAD PRIVADA DE TACNA";PRI;"Fibra Oscura";;;Renovacion;27/03/2024;;lsubia;;Exceptuado;27/03/2024;27/03/2024;"27/03/2024 17:43";;"2024 - Q1";"2024 - Q1";SOLES;;;jalbao;20119917698;0.00;480.00;S/
66;OT;;NO;347868;27598;;;;"UNIVERSIDAD PRIVADA DE TACNA";PRI;"Seguridad Cloud";;;Renovacion;27/03/2024;;lsubia;;Exceptuado;27/03/2024;27/03/2024;"27/03/2024 17:37";;"2024 - Q1";"2024 - Q1";SOLES;;;jalbao;20119917698;0.00;1920.00;S/
67;OT;;NO;347925;51880;;;;"COLEGIOS PROEDUCA SOCIEDAD ANONIMA CERRADA-COLEGIOS PROEDUCA S.A.C";PRI;IaaS;;;Renovacion;27/03/2024;;msoriano;;Exceptuado;27/03/2024;08/04/2024;"05/04/2024 21:13";;"2024 - Q1";"2024 - Q2";DOLARES;;;criverap;20554162577;30.00;352.00;$
68;OS;52953;SI;347949;207002;;14/03/2024;04/04/2024;"TERPEL COMERCIAL DEL PERU S.R.L.";PRI;"Adicionales Telefonía";"24 MESES";;"Nuevo servicio";;;mtapia_pventas;;Exceptuado;27/03/2024;27/03/2024;"27/03/2024 16:06";;"2024 - Q1";"2024 - Q1";SOLES;;;fcanop;20259880603;0.00;160.95;S/
69;OT;;NO;347988;27686;;;;"DOCTOR + S.A.C.";PRI;L2L;;;Renovacion;31/12/2023;;valcantara;;Exceptuado;27/03/2024;27/03/2024;"27/03/2024 21:40";;"2024 - Q1";"2024 - Q1";SOLES;;;frivas;20251011461;0.00;2664.00;S/
70;OT;;NO;347992;25490;;;;"DOCTOR + S.A.C.";PRI;"Fibra Oscura";;;Renovacion;16/05/2023;;valcantara;;Exceptuado;27/03/2024;27/03/2024;"27/03/2024 21:39";;"2024 - Q1";"2024 - Q1";SOLES;;;frivas;20251011461;0.00;1750.00;S/
71;OT;;NO;348043;8473;;;;"OMNIA MEDICA S A C";PRI;L2L;;;Renovacion;27/01/2024;;hleon;;Exceptuado;27/03/2024;03/04/2024;"03/04/2024 12:05";;"2024 - Q1";"2024 - Q2";SOLES;;;fcanop;20100349061;0.00;230.00;S/
72;OT;;NO;348052;8472;;;;"OMNIA MEDICA S A C";PRI;L2L;;;Renovacion;27/03/2024;;hleon;;Exceptuado;27/03/2024;03/04/2024;"03/04/2024 12:05";;"2024 - Q1";"2024 - Q2";SOLES;;;fcanop;20100349061;0.00;230.00;S/
73;OT;;NO;348058;8501;;;;"OMNIA MEDICA S A C";PRI;L2L;;;Renovacion;27/03/2024;;hleon;;Exceptuado;27/03/2024;03/04/2024;"03/04/2024 12:04";;"2024 - Q1";"2024 - Q2";SOLES;;;fcanop;20100349061;0.00;100.00;S/
74;OT;;NO;348059;73378;;;;"OMNIA MEDICA S A C";PRI;L2L;;;Renovacion;17/06/2024;;hleon;;Exceptuado;27/03/2024;03/04/2024;"03/04/2024 12:03";;"2024 - Q1";"2024 - Q2";SOLES;;;fcanop;20100349061;0.00;400.00;S/
75;OT;;NO;348065;8468;;;;"OMNIA MEDICA S A C";PRI;"Seguridad Cloud";;;Renovacion;27/03/2024;;hleon;;Exceptuado;27/03/2024;03/04/2024;"03/04/2024 12:16";;"2024 - Q1";"2024 - Q2";SOLES;;;fcanop;20100349061;0.00;300.00;S/
76;OT;;NO;348082;73377;;;;"OMNIA MEDICA S A C";PRI;"Internet Seguro Avanzado (Cloud)";;;Renovacion;31/05/2024;;hleon;;Exceptuado;27/03/2024;03/04/2024;"03/04/2024 11:24";;"2024 - Q1";"2024 - Q2";SOLES;;;fcanop;20100349061;0.00;830.00;S/
77;OT;;NO;348084;51792;;;;"OMNIA MEDICA S A C";PRI;"Sip Trunk - VLAN";;;Renovacion;27/03/2024;;hleon;;Exceptuado;27/03/2024;03/04/2024;"03/04/2024 12:04";;"2024 - Q1";"2024 - Q2";SOLES;;;fcanop;20100349061;0.00;1195.00;S/
78;OT;;NO;348097;84628;;;;"OMNIA MEDICA S A C";PRI;"Waf Seguro";;;Renovacion;19/08/2024;;hleon;;Exceptuado;27/03/2024;03/04/2024;"03/04/2024 13:04";;"2024 - Q1";"2024 - Q2";SOLES;;;fcanop;20100349061;0.00;350.00;S/
79;OT;;NO;348117;24113;;;;"ROAD FEEDER SERVICES S.A.C";PRI;"Internet Dedicado";;;Renovacion;18/04/2024;;hleon;;Exceptuado;27/03/2024;08/04/2024;"08/04/2024 14:59";;"2024 - Q1";"2024 - Q2";SOLES;;;fcanop;20603801351;0.00;1450.00;S/
80;OT;;NO;348175;16749;;;;"ALPE CORPORACION S.A.";PRI;"Internet Seguro";;;Renovacion;01/04/2024;;azamalloa_pventas;;Exceptuado;27/03/2024;27/03/2024;"27/03/2024 21:13";;"2024 - Q1";"2024 - Q1";SOLES;;;emancilla;20380246717;0.00;0.00;S/
81;OT;;NO;348182;6835;;;;"ALPE CORPORACION S.A.";PRI;"Seguridad Cloud";;;Renovacion;01/04/2024;;azamalloa_pventas;;Exceptuado;27/03/2024;27/03/2024;"27/03/2024 21:14";;"2024 - Q1";"2024 - Q1";SOLES;;;emancilla;20380246717;0.00;185.00;S/
82;OT;;NO;348188;6834;;;;"ALPE CORPORACION S.A.";PRI;"Internet Seguro";;;Renovacion;01/04/2024;;azamalloa_pventas;;Exceptuado;27/03/2024;27/03/2024;"27/03/2024 21:14";;"2024 - Q1";"2024 - Q1";SOLES;;;emancilla;20380246717;165.00;635.00;S/
83;OT;;NO;348192;9275;;;;"ALPE CORPORACION S.A.";PRI;"Sip Trunk - VLAN";;;Renovacion;01/04/2024;;azamalloa_pventas;;Exceptuado;27/03/2024;27/03/2024;"27/03/2024 21:15";;"2024 - Q1";"2024 - Q1";SOLES;;;emancilla;20380246717;0.00;63.50;S/
